study_accession,sample_accession,submission_date,source,organism,strain,age,Strain,Age,sex,cell type,Sex
GSE42537,GSM1044666,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42537,GSM1044667,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42537,GSM1044668,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42537,GSM1044669,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42537,GSM1044670,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42539,GSM1044683,2012,dox-inducible Tcf15-E47 ES cells 0 hr dox treatment replicate 1,Mus musculus,129/P2  E14tg2a,,,,,dox-inducible Tcf15-E47 mouse ES cells,
GSE42539,GSM1044684,2012,dox-inducible Tcf15-E47 ES cells 0 hr dox treatment- replicate 2,Mus musculus,129/P2  E14tg2a,,,,,dox-inducible Tcf15-E47 mouse ES cells,
GSE42539,GSM1044685,2012,dox-inducible Tcf15-E47 ES cells 8 hr dox treatment- replicate 1,Mus musculus,129/P2  E14tg2a,,,,,dox-inducible Tcf15-E47 mouse ES cells,
GSE42539,GSM1044686,2012,dox-inducible Tcf15-E47 ES cells 8 hr dox treatment- replicate 2,Mus musculus,129/P2  E14tg2a,,,,,dox-inducible Tcf15-E47 mouse ES cells,
GSE42539,GSM1044687,2012,dox-inducible Tcf15-E47 ES cells 12 hr dox treatment- replicate 1,Mus musculus,129/P2  E14tg2a,,,,,dox-inducible Tcf15-E47 mouse ES cells,
GSE42539,GSM1044688,2012,dox-inducible Tcf15-E47 ES cells 12 hr dox treatment- replicate 2,Mus musculus,129/P2  E14tg2a,,,,,dox-inducible Tcf15-E47 mouse ES cells,
GSE42539,GSM1044689,2012,dox-inducible Tcf15-E47 ES cells 24 hr dox treatment- replicate 1,Mus musculus,129/P2  E14tg2a,,,,,dox-inducible Tcf15-E47 mouse ES cells,
GSE42539,GSM1044690,2012,dox-inducible Tcf15-E47 ES cells 24 hr dox treatment- replicate 2,Mus musculus,129/P2  E14tg2a,,,,,dox-inducible Tcf15-E47 mouse ES cells,
GSE42539,GSM1044691,2012,Parental control ES cells 0 hr dox treatment replicate 1,Mus musculus,129/P2  E14tg2a,,,,,Parental control mouse ES cells,
GSE42539,GSM1044692,2012,Parental control ES cells 0 hr dox treatment replicate 2,Mus musculus,129/P2  E14tg2a,,,,,Parental control mouse ES cells,
GSE42539,GSM1044693,2012,Parental control ES cells 8 hr dox treatment replicate 1,Mus musculus,129/P2  E14tg2a,,,,,Parental control mouse ES cells,
GSE42539,GSM1044694,2012,Parental control ES cells 8 hr dox treatment replicate 2,Mus musculus,129/P2  E14tg2a,,,,,Parental control mouse ES cells,
GSE42540,GSM1044695,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42540,GSM1044696,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42540,GSM1044697,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044663,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044664,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044665,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044666,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044667,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044668,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044669,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044670,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044695,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044696,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42541,GSM1044697,2012,Liver tissue,Mus musculus,C57Bl/6,,,,,,
GSE42551,GSM1044998,2012,primary pre-B cell,Mus musculus,a mix of C57BL/6 and 129,,,,,primary pre-B cell,
GSE42551,GSM1044999,2012,primary pre-B cell,Mus musculus,a mix of C57BL/6 and 129,,,,,primary pre-B cell,
GSE42551,GSM1045000,2012,primary pre-B cell,Mus musculus,a mix of C57BL/6 and 129,,,,,primary pre-B cell,
GSE42551,GSM1045001,2012,primary pre-B cell,Mus musculus,a mix of C57BL/6 and 129,,,,,primary pre-B cell,
GSE42551,GSM1045002,2012,primary pre-B cell,Mus musculus,a mix of C57BL/6 and 129,,,,,primary pre-B cell,
GSE42551,GSM1045003,2012,primary pre-B cell,Mus musculus,a mix of C57BL/6 and 129,,,,,primary pre-B cell,
GSE42580,GSM1045422,2012,Prdm14(-/-)+AGP14 ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045423,2012,Prdm14(-/-)+AGP14 ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045424,2012,Prdm14(-/-) ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045425,2012,Prdm14(-/-) ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045426,2012,Prdm14(+/+) ESCs,Mus musculus,C57BL/6,,,,,ESCs,
GSE42580,GSM1045427,2012,Prdm14(+/+) ESCs,Mus musculus,C57BL/6,,,,,ESCs,
GSE42580,GSM1045428,2012,Prdm14 (+/+) Epiblast-like cells (day2),Mus musculus,C57BL/6,,,,,epiblast like cells (EpiLCs),
GSE42580,GSM1045429,2012,Prdm14 (+/+) Epiblast-like cells (day2),Mus musculus,C57BL/6,,,,,epiblast like cells (EpiLCs),
GSE42580,GSM1045430,2012,Prdm14 (+/+) Epiblast-like cells (day3),Mus musculus,C57BL/6,,,,,epiblast like cells (EpiLCs),
GSE42580,GSM1045431,2012,Prdm14 (+/+) Epiblast-like cells (day3),Mus musculus,C57BL/6,,,,,epiblast like cells (EpiLCs),
GSE42580,GSM1045432,2012,Prdm14(-/-)+AGP14 ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045433,2012,Prdm14(-/-)+AGP14 ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045434,2012,Prdm14(-/-) ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045435,2012,Prdm14(-/-) ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045436,2012,Prdm14(+/+) ESCs,Mus musculus,C57BL/6,,,,,ESCs,
GSE42580,GSM1045437,2012,Prdm14(+/+) ESCs,Mus musculus,C57BL/6,,,,,ESCs,
GSE42580,GSM1045438,2012,Prdm14(-/-)+AGP14 ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045439,2012,Prdm14(-/-)+AGP14 ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045440,2012,Prdm14(-/-) ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045441,2012,Prdm14(-/-) ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045442,2012,Prdm14(+/+) ESCs,Mus musculus,C57BL/6,,,,,ESCs,
GSE42580,GSM1045443,2012,Prdm14(+/+) ESCs,Mus musculus,C57BL/6,,,,,ESCs,
GSE42580,GSM1045444,2012,Prdm14(-/-) ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045445,2012,Prdm14(-/-) ESC-like cells,Mus musculus,C57BL/6,,,,,ESC-like cells,
GSE42580,GSM1045446,2012,Prdm14(+/+) ESCs,Mus musculus,C57BL/6,,,,,ESCs,
GSE42580,GSM1045447,2012,Prdm14(+/+) ESCs,Mus musculus,C57BL/6,,,,,ESCs,
GSE42616,GSM1045809,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045810,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045811,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045812,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045813,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045814,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045815,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045816,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045817,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42616,GSM1045818,2012,ES cells,Mus musculus,C57BL/6,,,,,Mouse embryonic stem cells (mESCs),
GSE42698,GSM1048100,2012,Postnatal day 3,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048101,2012,Postnatal day 3,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048102,2012,Postnatal day 3,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048103,2012,Postnatal day 3,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048104,2012,Postnatal day 3,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048105,2012,Postnatal day 3,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048106,2012,Postnatal day 3,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048107,2012,Postnatal day 6,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048108,2012,Postnatal day 6,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048109,2012,Postnatal day 6,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048110,2012,Postnatal day 6,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048111,2012,Postnatal day 13,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048112,2012,Postnatal day 13,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048113,2012,Postnatal day 13,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048114,2012,Postnatal day 13,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048115,2012,Postnatal day 20,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048116,2012,Postnatal day 20,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048117,2012,Postnatal day 20,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048118,2012,Postnatal day 20,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048119,2012,Postnatal day 20,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048120,2012,Adult,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048121,2012,Adult,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048122,2012,Adult,Mus musculus,B6-129Sv mixed,,,,,,
GSE42698,GSM1048123,2012,Adult,Mus musculus,B6-129Sv mixed,,,,,,
GSE42742,GSM1049023,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049024,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049025,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049026,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049027,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049028,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049029,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049030,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049031,2012,"Total RNA of p53null mammary tumor, WT-Sham-irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049032,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049033,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049034,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049035,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049036,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049037,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049038,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049039,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049040,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049041,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049042,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049043,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049044,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049045,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049046,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049047,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049048,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049049,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049050,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049051,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049052,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049053,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049054,2012,"Total RNA of p53null mammary tumor, WT-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049055,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Sham host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049056,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Sham host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049057,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Sham host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049058,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Sham host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049059,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Sham host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049060,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Sham host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049061,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049062,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049063,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049064,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049065,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049066,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049067,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049068,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049069,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049070,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049071,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049072,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049073,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049074,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049075,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049076,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049077,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42742,GSM1049078,2012,"Total RNA of p53null mammary tumor, TGFb-Het-Irradiated host",Mus musculus,BALB/c,,,,,,
GSE42761,GSM1049507,2012,"liver, WT, AL",Mus musculus,,,,,,,
GSE42761,GSM1049508,2012,"liver, WT, AL",Mus musculus,,,,,,,
GSE42761,GSM1049509,2012,"liver, WT, DR",Mus musculus,,,,,,,
GSE42761,GSM1049510,2012,"liver, WT, DR",Mus musculus,,,,,,,
GSE42761,GSM1049511,2012,"liver, Npy KO, AL",Mus musculus,,,,,,,
GSE42761,GSM1049512,2012,"liver, Npy KO, AL",Mus musculus,,,,,,,
GSE42761,GSM1049513,2012,"liver, Npy KO, DR",Mus musculus,,,,,,,
GSE42761,GSM1049514,2012,"liver, Npy KO, DR",Mus musculus,,,,,,,
GSE42776,GSM1049770,2012,Striatal Brain Tissue,Rattus norvegicus,Sprague Dawley,,,,,,
GSE42776,GSM1049771,2012,Striatal Brain Tissue,Rattus norvegicus,Sprague Dawley,,,,,,
GSE42776,GSM1049772,2012,Striatal Brain Tissue,Rattus norvegicus,Sprague Dawley,,,,,,
GSE42776,GSM1049773,2012,Striatal Brain Tissue,Rattus norvegicus,Sprague Dawley,,,,,,
GSE42776,GSM1049774,2012,Striatal Brain Tissue,Rattus norvegicus,Sprague Dawley,,,,,,
GSE42782,GSM1049844,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049845,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049846,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049847,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049848,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049849,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049850,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049851,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049852,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049853,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049854,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049855,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049856,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049857,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049858,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049859,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049860,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049861,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049862,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049863,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049864,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049865,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049866,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049867,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049868,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049869,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049870,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049871,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049872,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42782,GSM1049873,2012,Primordial germ cells,Mus musculus,,,,,,Primordial germ cells,
GSE42789,GSM1049927,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049928,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049929,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049930,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049931,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049932,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049933,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049934,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049935,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049936,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049937,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049938,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049939,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049940,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049941,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049942,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049943,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049944,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049945,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049946,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049947,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049948,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049949,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049950,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049951,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049952,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049953,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049954,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049955,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049956,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049957,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049958,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049959,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049960,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049961,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049962,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049963,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049964,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049965,2012,mouse liver,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049966,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049967,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
GSE42789,GSM1049968,2012,mouse prefrontal cortex,Mus musculus,C57BL/6J,2.5 months,,,,,
